recordingId,trackId,lane_id,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,centerX,centerY
001,64,2,1478,716,-8.6789,32.7460,278.66,1.4747,3.4792,-4.8786,0.7996,1.6405,-0.5903,4.9434,-0.0561,-1.7107,0.3366,-8.6789,32.7460
001,64,2,1479,717,-8.8410,32.7734,278.73,1.4747,3.4792,-4.8258,0.7671,1.8965,-1.2220,4.8863,-0.0258,-2.0600,0.9200,-8.8410,32.7734
001,64,2,1480,718,-9.0009,32.7972,278.79,1.4747,3.4792,-4.7521,0.7181,3.0257,-1.0865,4.8060,0.0167,-3.1562,0.6113,-9.0009,32.7972
001,64,2,1481,719,-9.1582,32.8213,278.95,1.4747,3.4792,-4.6239,0.6946,2.1213,0.1767,4.6756,0.0330,-2.0680,-0.5045,-9.1582,32.8213
001,64,2,1482,720,-9.3095,32.8436,279.09,1.4747,3.4792,-4.6105,0.7299,-1.6552,2.2020,4.6679,0.0073,1.9822,-1.9130,-9.3095,32.8436
001,64,2,1483,721,-9.4658,32.8700,279.17,1.4747,3.4792,-4.7343,0.8415,-2.8591,1.7653,4.8079,-0.0760,3.1040,-1.2869,-9.4658,32.8700
001,64,2,1484,722,-9.6254,32.8997,279.13,1.4747,3.4792,-4.8013,0.8477,-1.7122,-1.2529,4.8750,-0.0754,1.4918,1.5086,-9.6254,32.8997
001,64,2,1485,723,-9.7862,32.9266,278.98,1.4747,3.4792,-4.8486,0.7579,-1.4854,-1.7693,4.9075,0.0078,1.1912,1.9794,-9.7862,32.9266
001,64,2,1486,724,-9.9490,32.9503,278.87,1.4747,3.4792,-4.9004,0.7296,-1.2656,-0.5590,4.9543,0.0348,1.1642,0.7475,-9.9490,32.9503
001,64,2,1487,725,-10.1133,32.9753,278.84,1.4747,3.4792,-4.9331,0.7206,-0.7978,0.6571,4.9852,0.0460,0.8893,-0.5267,-10.1133,32.9753
001,64,2,1488,726,-10.2782,32.9984,278.92,1.4747,3.4792,-4.9537,0.7735,1.5061,2.0796,5.0137,0.0042,-1.1654,-2.2880,-10.2782,32.9984
001,64,2,1489,727,-10.4438,33.0269,279.05,1.4747,3.4792,-4.8325,0.8594,2.8411,0.5358,4.9076,-0.0888,-2.7215,-0.9758,-10.4438,33.0269
001,64,2,1490,728,-10.6007,33.0557,279.05,1.4747,3.4792,-4.7641,0.8092,0.4411,-2.8937,4.8321,-0.0499,-0.8907,2.7883,-10.6007,33.0557
001,64,2,1491,729,-10.7618,33.0809,278.93,1.4747,3.4792,-4.8031,0.6663,-0.1436,-2.7004,4.8483,0.0874,-0.2773,2.6899,-10.7618,33.0809
001,64,2,1492,730,-10.9212,33.1002,278.86,1.4747,3.4792,-4.7737,0.6290,0.0554,0.2250,4.8136,0.1136,-0.0201,-0.2308,-10.9212,33.1002
001,64,2,1493,731,-11.0803,33.1229,278.92,1.4747,3.4792,-4.7994,0.6813,-0.3126,1.9011,4.8470,0.0707,0.6034,-1.8297,-11.0803,33.1229
001,64,2,1494,732,-11.2415,33.1457,279.06,1.4747,3.4792,-4.7945,0.7559,1.0607,2.3090,4.8537,0.0085,-0.6839,-2.4473,-11.2415,33.1457
001,64,2,1495,733,-11.4003,33.1733,279.25,1.4747,3.4792,-4.7286,0.8354,1.7358,0.9120,4.8014,-0.0642,-1.5666,-1.1792,-11.4003,33.1733
001,64,2,1496,734,-11.5570,33.2014,279.26,1.4747,3.4792,-4.6787,0.8167,0.2362,-1.0093,4.7491,-0.0531,-0.3955,0.9581,-11.5570,33.2014
001,64,-1,1497,735,-11.7125,33.2278,279.18,1.4747,3.4792,-4.7129,0.7680,-0.9463,-1.3936,4.7750,-0.0061,0.7118,1.5268,-11.7125,33.2278
001,64,-1,1498,736,-11.8715,33.2527,279.03,1.4747,3.4792,-4.7418,0.7237,0.0027,-0.6041,4.7967,0.0296,-0.0975,0.5962,-11.8715,33.2527
001,64,-1,1499,737,-12.0289,33.2761,279.07,1.4747,3.4792,-4.7127,0.7277,0.7762,1.3998,4.7685,0.0245,-0.5458,-1.5047,-12.0289,33.2761
001,64,-1,1500,738,-12.1860,33.3012,279.16,1.4747,3.4792,-4.6900,0.8171,0.1680,2.3602,4.7603,-0.0601,0.2099,-2.3569,-12.1860,33.3012
001,64,-1,1501,739,-12.3419,33.3306,279.30,1.4747,3.4792,-4.7015,0.8852,-0.0075,0.5098,4.7827,-0.1142,0.0898,-0.5019,-12.3419,33.3306
001,64,-1,1502,740,-12.4998,33.3603,279.35,1.4747,3.4792,-4.6905,0.8512,0.4675,-1.4109,4.7665,-0.0778,-0.6905,1.3162,-12.4998,33.3603
001,64,-1,1503,741,-12.6549,33.3874,279.27,1.4747,3.4792,-4.6703,0.7911,0.1297,-2.8651,4.7367,-0.0288,-0.5893,2.8068,-12.6549,33.3874
001,64,-1,1504,742,-12.8115,33.4131,279.26,1.4747,3.4792,-4.6819,0.6600,0.1542,-3.1888,4.7271,0.1017,-0.6651,3.1224,-12.8115,33.4131
001,64,-1,1505,743,-12.9674,33.4315,279.33,1.4747,3.4792,-4.6600,0.5783,0.3520,0.3946,4.6921,0.1849,-0.2833,-0.4465,-12.9674,33.4315
001,64,-1,1506,744,-13.1224,33.4517,279.56,1.4747,3.4792,-4.6584,0.6863,-0.3288,3.2324,4.7077,0.0966,0.8609,-3.1330,-13.1224,33.4517
001,64,-1,1507,745,-13.2782,33.4773,279.75,1.4747,3.4792,-4.6819,0.7940,-0.5480,2.4731,4.7488,0.0104,0.9589,-2.3446,-13.2782,33.4773
001,64,-1,1508,746,-13.4349,33.5047,279.84,1.4747,3.4792,-4.6950,0.8513,-0.2958,0.2931,4.7714,-0.0365,0.3415,-0.2383,-13.4349,33.5047
001,64,-1,1509,747,-13.5916,33.5341,279.78,1.4747,3.4792,-4.7017,0.8135,-0.2013,-1.2683,4.7715,-0.0033,-0.0170,1.2840,-13.5916,33.5341
001,64,-1,1510,748,-13.7486,33.5590,279.78,1.4747,3.4792,-4.7084,0.7667,-0.2691,-0.0941,4.7702,0.0439,0.2492,0.1384,-13.7486,33.5590
001,64,-1,1511,749,-13.9058,33.5853,279.83,1.4747,3.4792,-4.7196,0.8073,-0.1317,1.9459,4.7882,0.0101,0.4618,-1.8949,-13.9058,33.5853
001,64,-1,1512,750,-14.0636,33.6128,280.01,1.4747,3.4792,-4.7172,0.8966,0.0310,2.5254,4.8012,-0.0631,0.4084,-2.4923,-14.0636,33.6128
001,64,-1,1513,751,-14.2206,33.6451,280.20,1.4747,3.4792,-4.7176,0.9758,0.4771,1.3002,4.8158,-0.1252,-0.2394,-1.3641,-14.2206,33.6451
001,64,-1,1514,752,-14.3784,33.6779,280.16,1.4747,3.4792,-4.6854,0.9833,0.6560,-1.1860,4.7853,-0.1414,-0.8549,1.0517,-14.3784,33.6779
001,64,-1,1515,753,-14.5332,33.7107,280.18,1.4747,3.4792,-4.6738,0.8966,0.3319,-2.6160,4.7587,-0.0568,-0.7889,2.5162,-14.5332,33.7107
001,64,-1,1516,754,-14.6903,33.7378,280.16,1.4747,3.4792,-4.6632,0.8088,0.2553,-1.1773,4.7327,0.0269,-0.4591,1.1138,-14.6903,33.7378
001,64,-1,1517,755,-14.8444,33.7647,280.23,1.4747,3.4792,-4.6568,0.8181,-0.3152,-0.1661,4.7280,0.0221,0.2807,0.2194,-14.8444,33.7647
001,64,-1,1518,756,-15.0011,33.7924,280.33,1.4747,3.4792,-4.6842,0.7977,-0.2937,-0.2814,4.7513,0.0552,0.2385,0.3295,-15.0011,33.7924
001,64,-1,1519,757,-15.1570,33.8179,280.32,1.4747,3.4792,-4.6764,0.7993,0.0472,-0.2620,4.7439,0.0516,-0.0933,0.2493,-15.1570,33.8179
001,64,-1,1520,758,-15.3131,33.8457,280.28,1.4747,3.4792,-4.6811,0.7802,-0.2637,-0.2257,4.7452,0.0678,0.2192,0.2691,-15.3131,33.8457
001,64,-1,1521,759,-15.4694,33.8700,280.30,1.4747,3.4792,-4.6939,0.7842,-0.2027,1.0990,4.7585,0.0674,0.3959,-1.0451,-15.4694,33.8700
001,64,-1,1522,760,-15.6264,33.8980,280.27,1.4747,3.4792,-4.6946,0.8535,0.1489,0.8810,4.7716,-0.0026,0.0106,-0.8934,-15.6264,33.8980
001,64,-1,1523,761,-15.7827,33.9269,280.27,1.4747,3.4792,-4.6840,0.8430,0.1954,0.0941,4.7593,0.0055,-0.1756,-0.1274,-15.7827,33.9269
001,64,-1,1524,762,-15.9390,33.9543,280.32,1.4747,3.4792,-4.6816,0.8598,-0.1241,0.1926,4.7599,-0.0074,0.1566,-0.1672,-15.9390,33.9543
001,64,-1,1525,763,-16.0951,33.9843,280.41,1.4747,3.4792,-4.6923,0.8559,-0.2363,0.0676,4.7697,0.0064,0.2446,-0.0238,-16.0951,33.9843
001,64,-1,1526,764,-16.2521,34.0114,280.56,1.4747,3.4792,-4.6973,0.8643,1.5672,1.2135,4.7762,0.0114,-1.3182,-1.4803,-16.2521,34.0114
001,64,-1,1527,765,-16.4086,34.0420,280.62,1.4747,3.4792,-4.5877,0.9369,2.3313,1.3220,4.6818,-0.0752,-2.0476,-1.7290,-16.4086,34.0420
001,64,-1,1528,766,-16.5582,34.0739,280.71,1.4747,3.4792,-4.5418,0.9526,-1.5455,-0.7992,4.6397,-0.0922,1.3701,1.0724,-16.5582,34.0739
001,64,-1,1529,767,-16.7117,34.1056,280.73,1.4747,3.4792,-4.6908,0.8835,-4.0835,-1.3499,4.7733,0.0050,3.7609,2.0863,-16.7117,34.1056
001,64,-1,1530,768,-16.8713,34.1329,280.79,1.4747,3.4792,-4.8143,0.8625,-3.3320,1.0110,4.8906,0.0541,3.4623,-0.3694,-16.8713,34.1329
001,64,-1,1531,769,-17.0329,34.1631,280.92,1.4747,3.4792,-4.9132,0.9510,-3.0488,2.1322,5.0044,-0.0033,3.3974,-1.5162,-17.0329,34.1631
001,64,-1,1532,770,-17.1992,34.1964,280.95,1.4747,3.4792,-5.0177,1.0048,-2.3287,0.6751,5.1172,-0.0332,2.4145,-0.2204,-17.1992,34.1964
001,64,-1,1533,771,-17.3678,34.2302,281.05,1.4747,3.4792,-5.0686,0.9960,-1.1148,-0.9137,5.1655,-0.0062,0.9190,1.1104,-17.3678,34.2302
001,64,-1,1534,772,-17.5374,34.2628,281.11,1.4747,3.4792,-5.0921,0.9438,-0.2404,-1.1184,5.1786,0.0549,0.0204,1.1438,-17.5374,34.2628
001,64,-1,1535,773,-17.7076,34.2932,281.16,1.4747,3.4792,-5.0846,0.9214,0.8285,0.3862,5.1668,0.0806,-0.7381,-0.5393,-17.7076,34.2932
001,64,-1,1536,774,-17.8767,34.3243,281.22,1.4747,3.4792,-5.0368,0.9696,1.4048,1.4576,5.1292,0.0292,-1.0943,-1.7031,-17.8767,34.3243
001,64,-1,1537,775,-18.0437,34.3579,281.34,1.4747,3.4792,-4.9909,1.0187,1.5225,0.5775,5.0938,-0.0177,-1.3793,-0.8656,-18.0437,34.3579
001,64,-1,1538,776,-18.2098,34.3923,281.34,1.4747,3.4792,-4.9352,1.0081,2.3196,-0.8036,5.0371,-0.0178,-2.4323,0.3318,-18.2098,34.3923
001,64,-1,1539,777,-18.3731,34.4251,281.48,1.4747,3.4792,-4.8361,0.9650,3.3487,-0.6728,4.9314,0.0170,-3.4156,-0.0073,-18.3731,34.4251
001,64,-1,1540,778,-18.5325,34.4567,281.66,1.4747,3.4792,-4.7118,0.9632,3.9232,0.6170,4.8092,0.0093,-3.7175,-1.3975,-18.5325,34.4567
001,64,-1,1541,779,-18.6875,34.4894,281.83,1.4747,3.4792,-4.5743,1.0062,1.5563,1.1054,4.6834,-0.0472,-1.2966,-1.4010,-18.6875,34.4894
001,64,-1,1542,780,-18.8378,34.5238,281.95,1.4747,3.4792,-4.6079,1.0370,-2.1056,-0.1692,4.7228,-0.0602,2.0249,0.6016,-18.8378,34.5238
001,64,-1,1543,781,-18.9950,34.5586,282.11,1.4747,3.4792,-4.7148,0.9949,-1.5040,-1.8215,4.8186,0.0166,1.0882,2.0966,-18.9950,34.5586
001,64,-1,1544,782,-19.1524,34.5902,282.34,1.4747,3.4792,-4.7083,0.9154,0.0503,0.0810,4.7951,0.1116,-0.0318,-0.0899,-19.1524,34.5902
001,64,-1,1545,783,-19.3092,34.6197,282.49,1.4747,3.4792,-4.7115,1.0003,-0.2466,3.4280,4.8163,0.0422,0.9821,-3.2935,-19.3092,34.6197
001,64,-1,1546,784,-19.4668,34.6570,282.73,1.4747,3.4792,-4.7247,1.1442,-0.2698,2.0820,4.8607,-0.0750,0.7219,-1.9714,-19.4668,34.6570
001,64,-1,1547,785,-19.6245,34.6961,283.00,1.4747,3.4792,-4.7295,1.1393,0.1743,-1.5461,4.8645,-0.0460,-0.5177,1.4673,-19.6245,34.6961
001,64,-1,1548,786,-19.7824,34.7330,283.21,1.4747,3.4792,-4.7131,1.0410,0.5130,-1.8994,4.8263,0.0634,-0.9334,1.7319,-19.7824,34.7330
001,64,-1,1549,787,-19.9390,34.7655,283.40,1.4747,3.4792,-4.6952,1.0125,0.0609,1.3592,4.8021,0.1028,0.2556,-1.3363,-19.9390,34.7655
001,64,-1,1550,788,-20.0958,34.8006,283.62,1.4747,3.4792,-4.7090,1.1317,-0.3005,2.5961,4.8431,0.0090,0.9033,-2.4524,-20.0958,34.8006
001,64,-1,1551,789,-20.2533,34.8410,283.90,1.4747,3.4792,-4.7153,1.1858,-0.1321,0.9949,4.8621,-0.0182,0.3673,-0.9340,-20.2533,34.8410
001,64,-1,1552,790,-20.4104,34.8797,284.24,1.4747,3.4792,-4.7178,1.1981,-0.0403,0.9317,4.8676,-0.0012,0.2682,-0.8932,-20.4104,34.8797
001,64,-1,1553,791,-20.5681,34.9210,284.35,1.4747,3.4792,-4.7180,1.2479,-0.0992,0.8601,4.8801,-0.0400,0.3092,-0.8087,-20.5681,34.9210
001,64,-1,1554,792,-20.7253,34.9630,284.42,1.4747,3.4792,-4.7245,1.2555,0.1073,0.4348,4.8883,-0.0392,0.0044,-0.4478,-20.7253,34.9630
001,64,-1,1555,793,-20.8834,35.0048,284.52,1.4747,3.4792,-4.7108,1.2770,0.3016,0.8155,4.8805,-0.0550,-0.0875,-0.8651,-20.8834,35.0048
001,64,-1,1556,794,-21.0396,35.0482,284.63,1.4747,3.4792,-4.7043,1.3099,-0.2452,0.4397,4.8826,-0.0795,0.3483,-0.3636,-21.0396,35.0482
001,64,-1,1557,795,-21.1973,35.0922,284.77,1.4747,3.4792,-4.7272,1.3063,-0.3850,-0.1857,4.9040,-0.0581,0.3249,0.2777,-21.1973,35.0922
001,64,-1,1558,796,-21.3551,35.1354,284.78,1.4747,3.4792,-4.7300,1.2975,0.2411,-0.5020,4.9045,-0.0479,-0.3612,0.4239,-21.3551,35.1354
001,64,-1,1559,797,-21.5130,35.1788,284.82,1.4747,3.4792,-4.7111,1.2728,0.1943,-0.6045,4.8799,-0.0256,-0.3424,0.5347,-21.5130,35.1788
001,64,-1,1560,798,-21.6695,35.2203,284.84,1.4747,3.4792,-4.7171,1.2572,-0.3775,-0.3625,4.8817,-0.0074,0.2721,0.4471,-21.6695,35.2203
001,64,-1,1561,799,-21.8277,35.2627,284.89,1.4747,3.4792,-4.7363,1.2486,1.3906,-1.6983,4.8981,0.0105,-1.7803,1.2839,-21.8277,35.2627
001,64,-1,1562,800,-21.9855,35.3037,284.97,1.4747,3.4792,-4.6243,1.1438,1.7973,-1.5668,4.7628,0.0897,-2.1411,1.0493,-21.9855,35.3037
001,64,-1,1563,801,-22.1363,35.3390,284.88,1.4747,3.4792,-4.6163,1.1441,-2.3185,1.5000,4.7553,0.0798,2.6260,-0.8543,-22.1363,35.3390
001,64,-1,1564,802,-22.2936,35.3800,284.94,1.4747,3.4792,-4.7790,1.2439,-4.1557,1.7915,4.9381,0.0299,4.4770,-0.6599,-22.2936,35.3800
001,64,-1,1565,803,-22.4553,35.4220,285.00,1.4747,3.4792,-4.8937,1.2636,-3.0051,0.8754,5.0540,0.0459,3.1293,-0.0679,-22.4553,35.4220
001,64,-1,1566,804,-22.6202,35.4643,284.99,1.4747,3.4792,-4.9795,1.3023,-2.1597,1.7211,5.1469,0.0296,2.5313,-1.1041,-22.6202,35.4643
001,64,-1,1567,805,-22.7876,35.5089,285.02,1.4747,3.4792,-5.0378,1.3785,-1.1785,1.8955,5.2229,-0.0262,1.6294,-1.5255,-22.7876,35.5089
001,64,-1,1568,806,-22.9564,35.5563,285.20,1.4747,3.4792,-5.0582,1.4288,0.0058,-0.3339,5.2558,-0.0530,-0.0932,0.3206,-22.9564,35.5563
001,64,-1,1569,807,-23.1251,35.6043,285.33,1.4747,3.4792,-5.0374,1.3562,0.2842,-0.7770,5.2167,0.0234,-0.4794,0.6742,-23.1251,35.6043
001,64,-1,1570,808,-23.2925,35.6468,285.57,1.4747,3.4792,-5.0392,1.3770,-0.3959,1.7260,5.2239,0.0260,0.8446,-1.5565,-23.2925,35.6468
001,64,-1,1571,809,-23.4614,35.6962,285.81,1.4747,3.4792,-5.0638,1.4714,0.0295,0.5118,5.2731,-0.0361,0.1111,-0.5005,-23.4614,35.6962
001,64,-1,1572,810,-23.6305,35.7450,286.11,1.4747,3.4792,-5.0372,1.4111,1.5554,-1.8133,5.2310,0.0418,-1.9974,1.3105,-23.6305,35.7450
001,64,-1,1573,811,-23.7975,35.7903,286.30,1.4747,3.4792,-4.9600,1.3504,2.3752,0.3674,5.1396,0.0957,-2.1766,-1.0191,-23.7975,35.7903
001,64,-1,1574,812,-23.9615,35.8351,286.46,1.4747,3.4792,-4.8787,1.4357,2.7316,1.6346,5.0856,0.0052,-2.1566,-2.3415,-23.9615,35.8351
001,64,-1,1575,813,-24.1231,35.8862,286.66,1.4747,3.4792,-4.7777,1.4595,3.8382,-0.7738,4.9956,-0.0281,-3.8989,-0.3594,-24.1231,35.8862
001,64,-1,1576,814,-24.2803,35.9325,286.76,1.4747,3.4792,-4.6226,1.3840,1.7824,0.1472,4.8253,0.0081,-1.6642,-0.6550,-24.2803,35.9325
001,64,-1,1577,815,-24.4316,35.9785,286.96,1.4747,3.4792,-4.6588,1.4693,-2.3656,3.1431,4.8847,-0.0468,3.1794,-2.3166,-24.4316,35.9785
001,64,-1,1578,816,-24.5912,36.0306,287.12,1.4747,3.4792,-4.7805,1.5938,-2.1214,1.2573,5.0378,-0.1156,2.3976,-0.5770,-24.5912,36.0306
001,64,-1,1579,817,-24.7506,36.0849,287.13,1.4747,3.4792,-4.8003,1.5532,0.3101,-1.9379,5.0449,-0.0706,-0.8671,1.7607,-24.7506,36.0849
001,64,-1,1580,818,-24.9115,36.1342,287.29,1.4747,3.4792,-4.7598,1.4645,0.8374,-0.3437,4.9799,0.0163,-0.9017,0.0793,-24.9115,36.1342
001,64,-1,1581,819,-25.0683,36.1826,287.48,1.4747,3.4792,-4.7445,1.5302,-0.2681,1.2008,4.9850,-0.0344,0.6164,-1.0648,-25.0683,36.1826
001,64,-1,1582,820,-25.2281,36.2363,287.58,1.4747,3.4792,-4.7777,1.5446,-0.5024,-0.9620,5.0211,-0.0290,0.1883,1.0689,-25.2281,36.2363
001,64,-1,1583,821,-25.3871,36.2857,287.77,1.4747,3.4792,-4.7780,1.4660,-0.5618,-0.0641,4.9974,0.0625,0.5154,0.2325,-25.3871,36.2857
001,64,-1,1584,822,-25.5470,36.3342,287.96,1.4747,3.4792,-4.8152,1.5403,-1.3928,0.8508,5.0555,0.0194,1.5873,-0.3799,-25.5470,36.3342
001,64,-1,1585,823,-25.7084,36.3885,288.11,1.4747,3.4792,-4.8709,1.5228,-1.1392,-1.0143,5.1030,0.0668,0.7674,1.3182,-25.7084,36.3885
001,64,-1,1586,824,-25.8720,36.4358,288.31,1.4747,3.4792,-4.8912,1.4726,0.0988,0.3677,5.1062,0.1387,0.0218,-0.3801,-25.8720,36.4358
001,64,-1,1587,825,-26.0348,36.4867,288.44,1.4747,3.4792,-4.8643,1.5474,0.6767,2.1325,5.1040,0.0707,0.0326,-2.2370,-26.0348,36.4867
001,64,-1,1588,826,-26.1967,36.5390,288.71,1.4747,3.4792,-4.8460,1.6149,0.3422,1.8156,5.1080,0.0246,0.2582,-1.8295,-26.1967,36.5390
001,64,-1,1589,827,-26.3582,36.5945,288.87,1.4747,3.4792,-4.8415,1.6685,0.2105,1.1658,5.1209,-0.0134,0.1778,-1.1713,-26.3582,36.5945
001,64,-1,1590,828,-26.5197,36.6504,288.99,1.4747,3.4792,-4.8320,1.6927,0.2145,1.1099,5.1198,-0.0285,0.1583,-1.1193,-26.5197,36.6504
001,64,-1,1591,829,-26.6807,36.7075,288.98,1.4747,3.4792,-4.8272,1.7426,1.4786,1.7296,5.1315,-0.0783,-0.8358,-2.1164,-26.6807,36.7075
001,64,-1,1592,830,-26.8419,36.7667,288.60,1.4747,3.4792,-4.7333,1.8082,2.3637,-0.2784,5.0628,-0.2037,-2.3290,-0.4902,-26.8419,36.7667
001,64,-1,1593,831,-26.9965,36.8281,288.44,1.4747,3.4792,-4.6695,1.7240,0.6083,-1.6224,4.9750,-0.1586,-1.0902,1.3467,-26.9965,36.8281
001,64,-1,1594,832,-27.1535,36.8817,288.34,1.4747,3.4792,-4.6927,1.6999,-1.5686,1.4233,4.9892,-0.1371,1.9367,-0.8575,-27.1535,36.8817
001,64,-1,1595,833,-27.3097,36.9416,288.42,1.4747,3.4792,-4.7741,1.8190,-3.7533,1.2802,5.1043,-0.2173,3.9656,-0.0286,-27.3097,36.9416
001,64,-1,1596,834,-27.4721,37.0031,288.69,1.4747,3.4792,-4.9432,1.7853,-4.4627,-2.6978,5.2546,-0.1074,3.3631,3.9854,-27.4721,37.0031
001,64,-1,1597,835,-27.6396,37.0607,288.92,1.4747,3.4792,-5.0719,1.6390,-4.8787,-5.1675,5.3293,0.0941,2.9397,6.4702,-27.6396,37.0607
001,64,-1,1598,836,-27.8106,37.1125,289.18,1.4747,3.4792,-5.2688,1.4405,-4.0328,-4.7060,5.4495,0.3705,2.2628,5.7697,-27.8106,37.1125
001,64,-1,1599,837,-27.9912,37.1568,289.58,1.4747,3.4792,-5.3411,1.3249,1.4598,-0.7611,5.4762,0.5416,-1.6305,0.2279,-27.9912,37.1568
001,64,-1,1600,838,-28.1670,37.2009,289.78,1.4747,3.4792,-5.1713,1.3897,6.8380,3.2550,5.3365,0.4425,-5.3328,-5.3772,-28.1670,37.2009
001,64,-1,1601,839,-28.3363,37.2496,290.13,1.4747,3.4792,-4.8847,1.5421,7.3192,6.0462,5.1171,0.2333,-4.7911,-8.1959,-28.3363,37.2496
001,64,-1,1602,840,-28.4930,37.3038,290.35,1.4747,3.4792,-4.6829,1.7932,3.7056,5.8486,5.0142,-0.0524,-1.4399,-6.7723,-28.4930,37.3038
001,64,-1,1603,841,-28.6488,37.3692,290.53,1.4747,3.4792,-4.6375,1.9324,0.8804,2.3602,5.0206,-0.1832,0.0033,-2.5190,-28.6488,37.3692
001,64,-1,1604,842,-28.8024,37.4328,290.69,1.4747,3.4792,-4.6242,1.9507,0.6698,2.5399,5.0151,-0.1915,0.2706,-2.6128,-28.8024,37.4328
001,64,-1,1605,843,-28.9574,37.4994,290.67,1.4747,3.4792,-4.5928,2.1019,1.8421,2.6543,5.0390,-0.3458,-0.7868,-3.1337,-28.9574,37.4994
001,64,-1,1606,844,-29.1089,37.5730,290.92,1.4747,3.4792,-4.5012,2.1278,0.7670,-0.8251,4.9643,-0.3802,-1.0110,0.4968,-29.1089,37.5730
001,64,-1,1607,845,-29.2577,37.6414,291.28,1.4747,3.4792,-4.5416,2.0469,-2.5646,-0.7741,4.9748,-0.2587,2.1087,1.6522,-29.2577,37.6414
001,64,-1,1608,846,-29.4120,37.7096,291.63,1.4747,3.4792,-4.6724,2.0761,-3.9399,0.7829,5.1087,-0.2073,3.9510,0.7249,-29.4120,37.7096
001,64,-1,1609,847,-29.5695,37.7800,291.78,1.4747,3.4792,-4.8045,2.0991,-4.8075,-0.7311,5.2404,-0.1664,4.1929,2.4629,-29.5695,37.7800
001,64,-1,1610,848,-29.7326,37.8497,291.81,1.4747,3.4792,-4.9932,2.0274,-4.8683,-5.2150,5.3890,-0.0274,2.5826,6.6503,-29.7326,37.8497
001,64,-1,1611,849,-29.9028,37.9153,291.84,1.4747,3.4792,-5.1294,1.7511,-3.5298,-6.6341,5.4127,0.2827,0.8086,7.4711,-29.9028,37.9153
001,64,-1,1612,850,-30.0749,37.9666,291.78,1.4747,3.4792,-5.2287,1.5846,0.1664,-1.3977,5.4435,0.4681,-0.6730,1.2363,-30.0749,37.9666
001,64,-1,1613,851,-30.2517,38.0210,291.53,1.4747,3.4792,-5.1183,1.6578,6.8399,1.9866,5.3696,0.3360,-5.6337,-4.3579,-30.2517,38.0210
001,64,-1,1614,852,-30.4165,38.0772,291.17,1.4747,3.4792,-4.7723,1.7172,6.4462,2.1642,5.0704,0.1217,-5.2299,-4.3457,-30.4165,38.0772
001,64,-1,1615,853,-30.5702,38.1356,290.90,1.4747,3.4792,-4.6881,1.8022,0.5797,3.1914,5.0226,-0.0113,0.5969,-3.1883,-30.5702,38.1356
001,64,-1,1616,854,-30.7293,38.1975,290.85,1.4747,3.4792,-4.7336,1.9302,-1.1186,3.2797,5.1106,-0.1189,2.2127,-2.6668,-30.7293,38.1975
001,64,-1,1617,855,-30.8861,38.2644,291.07,1.4747,3.4792,-4.7627,2.0211,-2.2257,1.5307,5.1709,-0.1742,2.6271,-0.6284,-30.8861,38.2644
001,64,-1,1618,856,-31.0472,38.3324,291.49,1.4747,3.4792,-4.8821,2.0323,-3.2450,0.3293,5.2873,-0.1028,3.1401,0.8822,-31.0472,38.3324
001,64,-1,1619,857,-31.2119,38.4000,292.05,1.4747,3.4792,-4.9793,2.0431,-2.5378,-1.6019,5.3821,-0.0245,1.7508,2.4374,-31.2119,38.4000
001,64,-1,1620,858,-31.3794,38.4687,292.54,1.4747,3.4792,-5.0515,1.9254,-2.9250,-2.7543,5.4037,0.1582,1.6457,3.6652,-31.3794,38.4687
001,64,-1,1621,859,-31.5490,38.5285,292.68,1.4747,3.4792,-5.1745,1.8593,-0.3657,1.3237,5.4913,0.2794,0.8478,-1.0804,-31.5490,38.5285
001,64,-1,1622,860,-31.7248,38.5928,292.75,1.4747,3.4792,-5.0759,2.0138,4.2780,5.8051,5.4597,0.1062,-1.6998,-7.0079,-31.7248,38.5928
001,64,-1,1623,861,-31.8877,38.6629,292.60,1.4747,3.4792,-4.8890,2.2467,3.2013,6.0770,5.3770,-0.1952,-0.6199,-6.8406,-31.8877,38.6629
001,64,-1,1624,862,-32.0510,38.7427,292.58,1.4747,3.4792,-4.8623,2.4193,2.0796,0.6038,5.4185,-0.3669,-1.6884,-1.3560,-32.0510,38.7427
001,64,-1,1625,863,-32.2122,38.8244,292.44,1.4747,3.4792,-4.7502,2.2870,-0.0649,-3.6563,5.2635,-0.3007,-1.3356,3.4043,-32.2122,38.8244
001,64,-1,1626,864,-32.3680,38.8953,292.32,1.4747,3.4792,-4.8666,2.1753,-4.2698,-3.3471,5.3281,-0.1642,2.6788,4.7179,-32.3680,38.8953
001,64,-1,1627,865,-32.5369,38.9695,292.33,1.4747,3.4792,-5.0352,2.0636,-1.5033,-3.4061,5.4416,0.0043,0.0964,3.7219,-32.5369,38.9695
001,64,-1,1628,866,-32.7040,39.0330,292.28,1.4747,3.4792,-4.9669,1.9480,0.1154,-2.5889,5.3347,0.0802,-1.0882,2.3520,-32.7040,39.0330
001,64,-1,1629,867,-32.8684,39.0995,292.48,1.4747,3.4792,-5.0275,1.8908,0.2750,-0.7720,5.3684,0.1753,-0.5493,0.6082,-32.8684,39.0995
